author,title,description,url,publishedAt,content
MOLLY QUELL,Fate of ICC chief prosecutor heads to unprecedented vote as US sanctions keep him out of New York,Diplomats from around the world are gathering at United Nations headquarters in New York on Friday to decide whether to permanently remove the embattled chie...,https://www.yahoo.com/news/politics/articles/fate-icc-chief-prosecutor-heads-165759101.html,2026-07-23T16:57:59Z,"THE HAGUE, Netherlands (AP) Diplomats from around the world are gathering at United Nations headquarters in New York on Friday to decide whether to permanently remove the embattled chief prosecutor o… [+4103 chars]"
Erin Hale,"How US Senate Russia sanctions could spell 100% tariffs for India, China",Russian energy exports could face sweeping tariffs under bill named for late Senator Lindsey Graham.,https://www.aljazeera.com/news/2026/7/31/how-us-senate-russia-sanctions-could-spell-100-tariffs-for-india-china,2026-07-31T06:24:37Z,"A sweeping package of new Russian sanctions has cleared its first hurdle in the United States Congress, and, if passed, could trigger huge tariffs for countries such as India and China which continue… [+6263 chars]"
https://www.facebook.com/bbcnews,Canada's 'powerful' dairy sector is in Trump's trade crosshairs,Canada's dairy supply management system is in the spotlight after the US president singled it out as one of three main irritants used to justify new tariffs.,https://www.bbc.co.uk/news/articles/ce8kvm84lxmo,2026-07-23T00:15:12Z,"Canada's dairy industry policy is among the most politically sacrosanct in the country. It has also long been a thorn in the side of Donald Trump.
Now, Canada's dairy supply management system is bac… [+2540 chars]"
By David Ljunggren and Maria Cheng,Ontario premier says Trump's criticism of Canada's efforts to stop wildfires is 'absolutely unacceptable',"By David Ljunggren and Maria Cheng July 18 (Reuters) - Ontario Premier Doug Ford said U.S. criticism of Canadian efforts to stop the ""terrible scenario"" of s...",https://www.yahoo.com/news/articles/canada-prepares-evacuate-ontario-community-132330056.html,2026-07-18T17:41:29Z,"By David Ljunggren and Maria Cheng
July 18 (Reuters) - Ontario Premier Doug Ford said U.S. criticism of Canadian efforts to stop the ""terrible scenario"" of spreading forest fires in his province and… [+3309 chars]"
,Watch: Are Trump's tariffs delivering on his objectives?,"The BBC's Samira Hussain explains how President Trump's tariffs affect US economy, who pays the price, and whether they're working.",https://www.bbc.co.uk/news/videos/c5yw2xgnv2jo,2026-07-24T10:21:31Z,"Tariffs have never been far from the headlines during President Trump's second term in office and another raft of these import taxes has just come into force. 
The BBC's Samira Hussain explains how … [+163 chars]"
Corin Cesaric-Epple,Publishers Accuse OpenAI of Withholding Evidence in Copyright Lawsuits,"In a new motion, the New York Times, Ziff Davis and 15 other media organizations say OpenAI ""chose obstruction"" on details about how it trains its AI models.",https://www.cnet.com/tech/services-and-software/publishers-openai-copyright-lawsuits-nyt-ziff-davis/,2026-07-09T22:58:42Z,"On Thursday, multiple news organizations accused OpenAI of withholding evidence about how the company trains its artificial intelligence models in a new motion that's connected to a series of ongoing… [+3561 chars]"
"Fernando Cervantes Jr., USA TODAY",Trump says Canada opening Gordie Howe bridge without US was 'fine',"President Donald Trump said on July 24, that it was 'fine' that Canada excluded the U.S. from the opening ceremony of the new Gordie Howe Bridge.",https://www.usatoday.com/story/news/politics/2026/07/24/trump-canada-opening-gordie-howe-bridge-without-us/91041526007/,2026-07-24T21:05:30Z,"President Donald Trump said Friday, July 24, that it was ""fine"" that Canada excluded the United States from the opening ceremony of the new Gordie Howe International Bridge after he threatened the co… [+2276 chars]"
https://www.facebook.com/bbcnews,Resistance and revenge - Iran wanted to send a message with its farewell to Khamenei,"Three days of public mourning in Tehran was a political spectacle Iran's leaders wanted the world to see, writes the BBC's international correspondent Lyse Doucet.",https://www.bbc.co.uk/news/articles/c07yy3j3nljo,2026-07-07T00:46:03Z,"""I want to say one sentence to President Trump and the world,"" declared a grey-haired man named Mojtaba, who came to us saying he had a message. 
""Soon, very soon you will see signs of revenge at th… [+2552 chars]"
The Associated Press,ICC member states vote to remove chief prosecutor Karim Khan,"The International Criminal Court voted to remove the global tribunal's chief prosecutor on Friday, nearly two years after sexual misconduct allegations against him first emerged, the court's oversight body announced.",https://www.npr.org/2026/07/24/g-s1-135498/icc-court-prosecutor-karim-khan-vote,2026-07-24T21:37:37Z,"UNITED NATIONS The International Criminal Court voted to remove the global tribunal's chief prosecutor on Friday, nearly two years after sexual misconduct allegations against him first emerged, the c… [+3962 chars]"
Dan George,Ramsey 'fully committed' to Oxford despite embargo,"Oxford United head coach Aaron Ramsey says he is ""fully committed"" to the club despite the U's being put under a temporary transfer embargo.",https://www.bbc.co.uk/sport/football/articles/cy8my81d82do,2026-07-22T14:36:30Z,"Oxford United head coach Aaron Ramsey has said that he is ""fully committed"" to the club despite the U's being put under a temporary transfer embargo. 
Just weeks after he took over as boss, Oxford w… [+990 chars]"
By Eduardo Baptista,"China accuses US of 'AI hegemonism', threatens countermeasures over potential probes","BEIJING, July 27 (Reuters) - China's commerce ministry on Monday accused the United States of ""AI hegemonism"" and threatened countermeasures after senior U....",https://www.yahoo.com/news/articles/china-accuses-us-ai-hegemonism-121752253.html,2026-07-27T12:24:23Z,"By Eduardo Baptista
BEIJING, July 27 (Reuters) - China's commerce ministry on Monday accused the United States of ""AI hegemonism"" and threatened countermeasures after senior U.S. officials said Chin… [+3289 chars]"
"Kinsey Crowley, USA TODAY NETWORK","Canadian travel to US dips 25% under Trump's presidency, report says","Donald Trump's presidency has had a negative impact on Canadian travel, according to a report. See how the sentiment toward the US has decreased visits.",https://www.usatoday.com/story/news/politics/2026/07/28/donald-trump-canada-travel-impact-report/91074249007/,2026-07-28T15:54:24Z,"Canadian travel to the U.S. dropped about one-quarter in 2025 compared to the previous year, a new report shows.
The U.S. has been the primary destination for Canadian international travel due to pr… [+4111 chars]"
https://www.facebook.com/bbcnews,World chess chief faces endgame after EU announces Russia war sanctions,"Arkady Dvorkovich, a former Russian deputy prime minister, now faces an EU travel ban and asset freeze.",https://www.bbc.co.uk/news/articles/cewrk58k2k4o,2026-07-24T16:08:51Z,"The world of chess has been thrown into turmoil after the president of the International Chess Federation (Fide), Arkady Dvorkovich, said he was stepping aside because he was included on the European… [+3431 chars]"
By Steve Holland,Trump administration launches effort to isolate International Criminal Court,"(Corrects paragraph 5 to say ICC issued an arrest warrant against Netanyahu instead of an indictment, which requires an extra judicial step in the ICC system...",https://www.yahoo.com/news/articles/trump-administration-launches-effort-isolate-140509865.html,2026-07-13T15:01:21Z,"(Corrects paragraph 5 to say ICC issued an arrest warrant against Netanyahu instead of an indictment, which requires an extra judicial step in the ICC system)
By Steve Holland
WASHINGTON, July 13 (… [+2842 chars]"
Zac Hall,WSJ: Apple avoided semiconductor tariffs last year thanks to Intel chip deal,Intel in the U.S. is expected to make at least some upcoming Mac and iPhone chips for Apple. That recent development may have been the key to a major tariff exemption on semiconductors Apple received almost a year ago.,https://9to5mac.com/2026/07/10/wsj-apple-avoided-semiconductor-tariffs-last-year-thanks-to-intel-chip-deal/,2026-07-11T06:03:08Z,Intel in the U.S. is expected to make at least some upcoming Mac and iPhone chips for Apple. That recent development may have been the key to a major tariff exemption on semiconductors Apple received… [+1627 chars]
Hartley Charlton,Apple's Manufacturing in India Gets Boost From New Tariff Exemptions,"Apple stands to gain from India's decision to eliminate import duties on a range of components used in smartphone manufacturing, in a move that could further lower costs for the company's rapidly growing India-based supply chain.





According to a report fr…",https://www.macrumors.com/2026/07/09/apple-gets-boost-from-india-tariff-exemptions/,2026-07-09T16:06:08Z,"Apple stands to gain from India's decision to eliminate import duties on a range of components used in smartphone manufacturing, in a move that could further lower costs for the company's rapidly gro… [+1455 chars]"
Ernesto Van der Sar,Vietnam Uses HiAnime Arrests As Defense Against U.S. Trade Sanctions,"Facing potential U.S. trade sanctions over online piracy, Vietnam is using the recent shutdown and its criminal prosecution of the HiAnime piracy ring as a key line of defense. Notably, Vietnam's response was submitted on the same day that the HiAnime prosecu…",https://torrentfreak.com/vietnam-uses-hianime-arrests-as-defense-against-u-s-trade-sanctions/,2026-07-29T11:42:29Z,"Earlier this year, the U.S. Trade Representative (USTR) classified Vietnam as Priority Foreign Country, because of its lacking anti-piracy enforcement.
That designation, applied for the first time i… [+4809 chars]"
"Andy Greenberg, Dell Cameron, Lily Hay Newman",Your Period Tracker Is (Probably) Spying on You,"Plus: Russian cyberspies turn to infrastructure hacking, DHS repeatedly fails to realize it’d been hacked, a breach exposes an AI music generator’s scraping ways, and more.",https://www.wired.com/story/security-news-this-week-your-period-tracker-is-probably-spying-on-you/,2026-07-18T10:30:00Z,"Hours of San Francisco Police Department drone video footage exposed on the open web illustrates a new era of incredibly granularand consequentialurban surveillance. Meanwhile, the San Francisco City… [+7974 chars]"
NICOLE WINFIELD,"Vatican declares ultraconservative society in schism, excommunicates bishops and warns faithful","The Vatican responded aggressively Thursday to a traditionalist society that consecrated bishops without the pope’s consent, declaring the Society of St. Piu...",https://www.yahoo.com/news/world/articles/vatican-declares-society-st-pius-073256093.html,2026-07-02T07:32:56Z,"VATICAN CITY (AP) The Vatican responded aggressively Thursday to a traditionalist society that consecrated bishops without the pope's consent, declaring the Society of St. Pius X in schism, excommuni… [+5471 chars]"
Ethan Gach,There’s Technically A Way To Get A Switch 2 For Just $400 Before Its Big Price Increase But It’s Not Going To Last Long,You could potentially save up to $100,https://kotaku.com/theres-technically-a-way-to-get-a-switch-2-for-just-400-before-its-big-price-increase-but-its-not-going-to-last-long-2000718158,2026-07-21T21:19:37Z,"The Switch 2 is currently $450. In just a few months, it’s going up to $500. But some lucky few can currently get it for just $400 thanks to a new deal that will no doubt sell out fast.
Amazon-owned… [+1104 chars]"
The Associated Press,"US Sen. Lindsey Graham has died after a brief and unexpected illness, his office says","U.S. Sen. Lindsey Graham died Saturday evening after a ""brief and sudden illness.",https://www.npr.org/2026/07/12/nx-s1-5890790/us-sen-lindsey-graham-dies,2026-07-12T07:10:41Z,"U.S. Sen. Lindsey Graham died Saturday evening after a ""brief and sudden illness,"" his office said in statement posted on social media.
The office did not provide any additional details about the So… [+1695 chars]"
Barry Ritholtz,"Tariffs, Yet Again","Overnight, the Trump Administration announced a new, massive set of tariffs, claiming authorization by Section 301 of the Trade Act of 1974. The full list of the 60 countries tariffs were levied on is at The Independant. These are as likely unlawful as the IE…",https://ritholtz.com/2026/07/tariffs-yet-again/,2026-07-24T15:00:20Z,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]"
Scott Horsley,The economy slowed a bit -- but Americans continued to spend,"The U.S. economy grew at an annual rate of 1.5% in the spring, according to the Commerce Department. That's a modest slowdown from the previous quarter — but consumer spending picked up steam.",https://www.npr.org/2026/07/30/nx-s1-5913230/economy-gdp-inflation,2026-07-30T14:47:23Z,"The U.S. economy grew more slowly this spring than it did earlier in the year, but consumers continue to spend freely. 
Gross domestic product the broadest measure of economic activity grew at an an… [+1462 chars]"
Hannah Raslan,US tariffs ‘strengthen’ Lula against Bolsonaro’s son in upcoming elections,"With Lula polling ahead and tariffs squeezing Brazil's economy, the Bolsonaro family's Washington strategy is faltering.",https://www.aljazeera.com/news/2026/7/23/us-tariffs-strengthen-lula-against-bolsonaros-son-in-upcoming-elections,2026-07-23T01:20:37Z,"A slew of United States actions against Brazil, including a range of tariffs and sanctions on local criminal gangs, is playing into Brazilian voter sentiment ahead of the presidential elections in Oc… [+6676 chars]"
Al Jazeera,EU countries consider sanctions on trade from illegal Israeli settlements,Pressure from EU member states to impose sanctions has increased in recent months amid escalating settler violence.,https://www.aljazeera.com/news/2026/7/13/eu-countries-consider-sanctions-on-trade-from-illegal-israeli-settlements,2026-07-13T10:32:25Z,"The European Unions foreign ministers are meeting in Brussels to discuss imposing sanctions on Israeli settlements in the occupied West Bank.
Pressure from EU member states to impose sanctions has i… [+2736 chars]"
Oscar Gonzalez,Xbox Testing Ad-Supported Streaming With Xbox Insiders,The limited test lets players stream select games they already own for up to an hour.,https://www.cnet.com/tech/gaming/xbox-testing-ad-supported-streaming-with-xbox-insiders/,2026-07-23T22:13:55Z,"Earlier this year, Xbox gamers noticed little messages hinting at an ad-supported streaming tier coming to the platform. This streaming option is now available for testing for Xbox Insiders, and it’s… [+2248 chars]"
Chris Hamill-Stewart,Ukraine’s Zelenskyy set to meet Trump as Iran and Ukraine wars converge,"The US Senate will vote Tuesday on Russian sanctions, days after Ukraine attacked an Iranian vessel in the Caspian Sea.",https://www.aljazeera.com/news/2026/7/28/ukraines-zelenskyy-set-to-meet-trump-as-iran-and-ukraine-wars-converge,2026-07-28T03:16:30Z,"Ukrainian President Volodymyr Zelenskyy is expected to meet United States President Donald Trump in the White House on Tuesday, a meeting that could coincide with the introduction of tough new sancti… [+2992 chars]"
,Rain returns for some parts of the UK,Rain is returning for some of us this weekend – but is it enough for places that have seen little or now rain for weeks?,https://www.bbc.co.uk/news/videos/c4gj0040xjjo,2026-07-24T16:12:53Z,"Up Next. Watch: Another day, more Trump tariffs - but are they working? Video, 00:01:37Watch: Another day, more Trump tariffs - but are they working?"
Al Jazeera,Trump imposes new double-digit tariffs on dozens of countries,"With existing 10 percent levies set to expire, Trump issues new tariffs on 60 countries under forced labour provision.",https://www.aljazeera.com/news/2026/7/24/trump-imposes-new-double-digit-tariffs-on-dozens-of-countries,2026-07-24T01:08:08Z,President Donald Trump is going ahead with new double-digit tariffs on dozens of trading partners of the United States just as the clock runs out on Friday on stopgap levies he announced after a stin… [+2323 chars]
Reuters,"Vessel sinks a week after being struck by Russian fire, Ukrainian officials say","July 26 (Reuters) - An international cargo vessel sank off the coast of Ukraine's Black Sea port of Odesa on Sunday, a week after Ukrainian officials said it...",https://uk.news.yahoo.com/vessel-sinks-week-being-struck-182400510.html,2026-07-26T18:24:00Z,"July 26 (Reuters) - An international cargo vessel sank off the coast of Ukraine's Black Sea port of Odesa on Sunday, a week after Ukrainian officials said it had been struck by Russian forces.
Ukrai… [+979 chars]"
Cameron Faulkner,"Gaming laptops are too expensive right now, but this one’s a good value",It’s not a great time to shop for a gaming laptop. The unprecedented rise in cost for RAM (and storage to a slightly lesser extent) has made laptops with low-to-midrange specs cost much more than they should. Recent deals on gaming laptops worth your attentio…,https://www.theverge.com/gadgets/962754/msi-gaming-laptop-ethernet-switch-pc-steam-game-deal-sale,2026-07-08T14:43:00Z,"<ul><li></li><li></li><li></li></ul>
Todays roundup covers a wide range of stuff, from Ethernet PoE switches to Teenage Mutant Ninja Turtles 4K Blu-rays.
Todays roundup covers a wide range of stuff… [+4565 chars]"
Jake Epstein,"Ukrainian troops are walking more and spreading out to avoid drones, special operator says",Soldiers carry pump-action shotguns as a last-resort defense against the Russian drones that have saturated the battlefield.,https://www.businessinsider.com/ukrainian-troops-walk-more-spreading-out-avoid-drones-special-operator-2026-7#article,2026-07-22T11:37:01Z,"Elite Ukrainian soldiers are walking more and spreading out to avoid drone attacks.Roman PILIPEY/AFP via Getty Images
<ul><li>Elite Ukrainian soldiers are walking farther and spreading out more as t… [+3897 chars]"
Jonathan Buckland,The Glass Backbone: Why the Army's Logistics Will Break in the Next War,"The United States Army spent the last two decades optimizing sustainment for permissive environments defined by uncontested supply lines, contractor support, and static forward operating bases. As the National Defense Strategy shifts toward strategic competit…",http://mwi.westpoint.edu/the-glass-backbone-why-the-armys-logistics-will-break-in-the-next-war/,2026-07-09T13:24:43Z,"The United States Army spent the last two decades optimizing sustainment for permissive environments defined by uncontested supply lines, contractor support, and static forward operating bases. As th… [+12531 chars]"
Ayesha Ali,Judge allows suit over airline window seats without a window to proceed,Judge denies United Airlines' request to dismiss class-action suit by a passenger alleging the airline charged them extra and sold window seats that didn’t have windows.,https://abcnews.com/Business/judge-allows-suit-airline-window-seats-window-proceed/story?id=134561478,2026-07-07T22:47:14Z,A California judge denied United Airlines' request to dismiss a class-action lawsuit filed against the airline last year by a passenger alleging that the airline knowingly charged them extra for a wi… [+1797 chars]
Jake Epstein,"Ukrainian troops are walking more and spreading out to avoid drones, special operator says",Soldiers carry pump-action shotguns as a last-resort defense against the Russian drones that have saturated the battlefield.,https://www.businessinsider.com/ukrainian-troops-walk-more-spreading-out-avoid-drones-special-operator-2026-7,2026-07-22T11:37:01Z,"<ul><li>Elite Ukrainian soldiers are walking farther and spreading out more as they enter the kill zone.
</li><li>A special operator said the measures were put in place following a surge in Russian … [+3840 chars]"
Ashley N. Soriano,United flight forced to land at Arizona Air Force base,Passengers were bussed to the Phoenix airport.,https://www.newsnationnow.com/us-news/military/united-airlines-flight-forced-landing-air-force-base/,2026-07-21T16:09:35Z,"(NewsNation) A United Airlines commercial flight from Houston to Phoenix was forced to land at a military base Monday due to severe weather.
The emergency landing happened at Luke Air Force Base in … [+1200 chars]"
https://www.facebook.com/bbcnews,What your summer reading list says about you,"Just picked your holiday book? Our choices can subconsciously reveal important parts of our personality, studies show.",https://www.bbc.co.uk/news/articles/cd69glgl2jzo,2026-07-31T00:26:02Z,"You've been dreaming about that summer break on the sun lounger, book in one hand and drink in the other, for months. Now the dash to the airport gate, train station or hours-long drive is all that s… [+1530 chars]"
By Mohi Narayan,Bab el-Mandeb shipping rises amid hopes of resolution in US-Iran war,"By Mohi Narayan NEW DELHI, July 28 (Reuters) - The number of vessels passing through Bab el-Mandeb rose to 28 on Monday, a four-day high, while traffic throu...",https://www.yahoo.com/news/articles/bab-el-mandeb-shipping-rises-073038000.html,2026-07-28T07:30:38Z,"By Mohi Narayan
NEW DELHI, July 28 (Reuters) - The number of vessels passing through Bab el-Mandeb rose to 28 on Monday, a four-day high, while traffic through the Strait of Hormuz remained low, acc… [+1722 chars]"
"Laura Paddison, CNN",An impenetrable steel ‘Black Box’ will record ‘every step’ humanity takes toward catastrophe,A disused airport in Tasmania’s rugged West Coast will soon be home to an angular steel structure with a confronting purpose: document the ‘demise of the pla...,https://www.cnn.com/2026/07/09/climate/earths-black-box-humanity-apocalypse-tasmania,2026-07-09T12:00:25Z,"A disused airport onTasmania's rugged West Coast will soon be home to an angular steel structure with a haunting purpose: to record ""every step"" humanity takes toward ""catastrophe.""
The striking mon… [+5402 chars]"
https://www.facebook.com/bbcnews,Small plane crash in Bahamas kills 10 people,"The country's prime minister called the crash, on the country's independence day, a tragedy.",https://www.bbc.co.uk/news/articles/ckg47lz10p7o,2026-07-11T04:47:37Z,"Nine passengers and a pilot have died in a small plane crash in the Bahamas, officials said.
The light aircraft was making a short trip from Lynden Pindling International Airport, near capital Nassa… [+1574 chars]"
"Aaron Cooper, CNN",Anti-collision alarms sound in the cockpits of two Delta planes during close call at Atlanta airport,A Delta jet that aborted a landing at Hartsfield-Jackson Atlanta International Airport got so close to a plane taking off that anti-collision alarms sounded...,https://www.cnn.com/2026/07/28/us/atlanta-delta-close-call,2026-07-29T03:58:42Z,"A Delta jet that aborted a landing at Hartsfield-Jackson Atlanta International Airport got so close to a plane taking off that anti-collision alarms sounded in both aircraft, according to air traffic… [+1662 chars]"
,WestJet cancels 81 flights ahead of Sunday strike deadline,WestJet announced early Saturday morning that 81 of the day's scheduled flights have been scrubbed ahead of the stike deadling on Sunday.,https://www.cbc.ca/news/canada/westjet-flights-cancelled-strike-9.7293613,2026-07-30T13:06:16Z,"Some travellers are heading into the long weekend on edge, as WestJet begins its first round of cancellations ahead of a possible strike by flight attendants.
The airline announced early Saturday mo… [+3289 chars]"
Dan Whateley,TikTok is testing a rival to Amazon Prime as it looks to create a US e-commerce giant,TikTok is testing a new membership program for shoppers called TikTok Shop Plus that includes free shipping and exclusive discounts.,https://www.businessinsider.com/tiktok-is-testing-an-amazon-prime-style-membership-program-2026-7#article,2026-07-24T20:33:30Z,"Krisztian Bocsi/Rolf Vennenbernd/Getty Images
<ul><li>TikTok is testing a membership program for shoppers called TikTok Shop Plus.</li><li>Like Amazon Prime, the offering includes discounts, coupons… [+3275 chars]"
Zoe Skyforest,Running DOOM on a Custom CPU Built From Scratch,"Running DOOM on weird obscure hardware is a fun hacker pastime that’s been around for a long time now. It’s always enjoyable to see someone port it to an egg timer, or a hat, or whateve…",https://hackaday.com/2026/07/23/running-doom-on-a-custom-cpu-built-from-scratch/,2026-07-23T15:30:00Z,"Running DOOM on weird obscure hardware is a fun hacker pastime that’s been around for a long time now. It’s always enjoyable to see someone port it to an egg timer, or a hat, or whatever else. But wh… [+1507 chars]"
"Barbie Latza Nadeau, CNN",Venice protesters clash with police as Trump envoy’s mega yacht crashes their party,Around 300 protesters clashed with riot police in Venice on Friday evening over the arrival of US ambassador to Italy Tilman Fertitta’s $450 million mega yac...,https://www.cnn.com/2026/07/18/europe/protests-venice-italy-us-envoy-yacht-intl,2026-07-18T14:56:10Z,Around 300 protesters clashed with riot police in Venice on Friday evening over the arrival of US ambassador to Italy Tilman Fertitta's $450 million mega yacht Boardwalk during the city's annual Rede… [+3717 chars]
jepstein@businessinsider.com (Jake Epstein),Top NATO general says he believes alliance forces are ready for a drone-infested battlefield like the one in Ukraine,Gen. Alexis Grynkewich told Business Insider that Ukraine's participation in NATO exercises has helped the alliance sharpen its skills.,https://www.businessinsider.com/nato-forces-ready-for-battlefield-like-ukraine-top-general-2026-7#article,2026-07-22T14:21:01Z,"NATO's top general said that he believes allied forces could survive on a battlefield like the one in Ukraine, saturated with drones, electronic warfare, and constant surveillance.
""I think the answ… [+4518 chars]"
,WestJet passengers brace for disruptions as flight attendant strike looms,"With strike and lockout notices issued by the union and airline, flight attendants could walk off the job as soon as Sunday. That leaves passengers to decide whether they want to hope for a deal, or make other travel plans.",https://www.cbc.ca/news/business/westjet-passengers-prepare-for-flight-attendant-strike-9.7291004,2026-07-30T13:06:16Z,"As WestJet's flight attendants prepare to walk off the job as soon as Sunday if a deal isn't reached by then, passengers are bracing for disruptions.
The Canadian Union of Public Employees (CUPE), w… [+5884 chars]"
Mariette Williams,I've been to 20 Caribbean islands. These are the 5 I'd return to — and the 2 I'd skip despite having great experiences.,"I've been to 20 Caribbean islands and recommend visiting places like St. Lucia, Dominica, St. John, Grenada, and Turks and Caicos.",https://www.businessinsider.com/caribbean-islands-to-visit-places-to-skip-frequent-traveler-2026-7#article,2026-07-22T13:36:49Z,"I've visited 20 islands in the Caribbean.Mariette Williams
<ul><li>After visiting 20 islands in the Caribbean, I have lots of favorites and a few I wouldn't return to.</li><li>St. Lucia is home to g… [+4896 chars]"
Jason Weisberger,United argued that a window seat is just a seat near a wall,"I mean, you could put a window in the wall?
United Airlines tried to argue that a ""window seat"" does not necessarily include a window, which is the kind of corporate reasoning that makes a person check whether ""airplane"" still means airplane. — Read the rest …",https://boingboing.net/2026/07/08/united-argued-that-a-window-seat-is-just-a-seat-near-a-wall.html,2026-07-08T17:59:44Z,"I mean, you could put a window in the wall?
United Airlines tried to argue that a ""window seat"" does not necessarily include a window, which is the kind of corporate reasoning that makes a person ch… [+1110 chars]"
Cameron Faulkner,The DJI Osmo Pocket 3 lookalike is down to $329,"Initially, I was going to tell you about a good deal happening on the DJI Osmo Pocket 3, which is down from the $500 it’s sold at most of the year to $378 at multiple retailers. But there’s a better deal happening on a nearly identical portable camera, the Xt…",https://www.theverge.com/gadgets/961612/xtra-muse-dji-osmo-pocket-3-ipad-air-magic-mouse-deal-sale,2026-07-06T15:09:18Z,"<ul><li></li><li></li><li></li></ul>
Xtras Muse is $50 less than DJIs version. You can also save on Apples iPad Air (M3) and the black Magic Mouse.
Xtras Muse is $50 less than DJIs version. You can… [+4268 chars]"
Antonio G. Di Benedetto,Sony brings back the superzoom RX10 with a stacked sensor and a high price,"Sony is bringing back the RX10 superzoom camera after a nearly nine-year gap between models. The newly announced RX10 V retains the same 24-600mm equivalent f/2.4-4 Zeiss Vario-Sonnar 25x zoom lens of its last two predecessors, but it has lots of upgrades els…",https://www.theverge.com/tech/962439/sony-rx10v-superzoom-camera-price-specs-hands-on,2026-07-08T17:00:36Z,"<ul><li></li><li></li><li></li></ul>
The RX10 V gets features from its bigger Sony Alpha brethren, but its lens is from 2016.
The RX10 V gets features from its bigger Sony Alpha brethren, but its l… [+4919 chars]"
Ethan Gach,God Of War Laufey Joins The Growing Pile Of February 2027 Game Releases,The PS5 exclusive barely seven months away from launching,https://kotaku.com/god-of-war-laufey-joins-the-growing-pile-of-february-2027-game-releases-2000719291,2026-07-25T07:27:21Z,God of War Laufey will be Sony’s next PlayStation 5 exclusive after Marvel’s Wolverine launches in September. A February release date for the upcoming action-adventure from Santa Monica Studio was re… [+1501 chars]
,Planning to fly WestJet? What you need to know about the looming strike,"A work stoppage looms for 4,400 flight attendants at Canada's second-largest air carrier after their union issued a 72-hour strike notice early Thursday morning. WestJet responded to the union's move by issuing a 72-hour lockout notice. For summer travellers …",https://www.cbc.ca/news/canada/westjet-strike-concerns-9.7291146,2026-07-30T13:06:16Z,"A work stoppage looms for 4,400 flight attendants at Canada's second-largest air carrier after their union issued a 72-hour strike notice early Thursday morning. WestJet responded to the union's move… [+5309 chars]"
Yousef Mawry,Leading Houthi threatens ‘siege’ on Saudi Arabia after Yemen airport attack,"Speaking to Al Jazeera, leading Houthi Mohammed al-Bukhaiti warns of attacks on Saudi Arabia.",https://www.aljazeera.com/news/2026/7/14/leading-houthi-threatens-siege-on-saudi-arabia-after-yemen-airport-attack,2026-07-14T15:20:28Z,"Sanaa, Yemen A leading official with Yemens Houthi rebels, officially known as Ansar Allah, has threatened a siege on Saudi Arabia in retaliation for an attack on Sanaa International Airport. The Hou… [+4218 chars]"
ABC News,WATCH: Construction workers perform 'Viking Row',"Construction workers building Norway's newest airport took to the tarmac to perform the viral ""Viking Row"" ahead of the country's World Cup match against England.",https://abcnews.com/video/134675472/,2026-07-12T02:06:35Z,"<ul><li>Trump green lights new round of talks while doubling down that ceasefire is over
</li><li>Trump won't sign bipartisan housing bill set to become law overnight
</li><li>Parents of Nolan Well… [+4420 chars]"
Claire Blackshaw,Shipping Godot VR and Porting to PSVR2: A Partial Post Mortem,"TLDR: Written version of the talk I gave at Develop Brighton 2026. Yes Godot can ship commercial VR, we paid roughly £80k in early adopter tax to do it. War stories from rebuilding Godot's core, the",https://www.claire-blackshaw.com/blog/2026/07/shipping-godot-vr-and-porting-to-psvr2-a-partial-post-mortem/,2026-07-29T12:48:18Z,"TLDR: Written version of the talk I gave at Develop Brighton 2026. Yes Godot can ship commercial VR, we paid roughly £80k in early adopter tax to do it. War stories from rebuilding Godot's core, the … [+41401 chars]"
Koh Ewe,China says pilot crashed small plane into skyscraper for 'personal reasons',"The 66-year-old, who died in the crash, had anxiety and referenced ""ending his life"" in his diary.",https://www.bbc.com/news/articles/cr47129ky6do?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,2026-07-02T09:49:14Z,"The pilot who crashed his small plane into Beijing's tallest skyscraper last week was suffering from ""chronic insomnia and anxiety"" and did so for ""personal reasons"", authorities said Thursday.
The … [+2264 chars]"
David Pierce,Smart rings are looking like my kind of AI gadget,"Over the last few months, I've spent a lot of time talking to my computer. One underrated feature of the LLM revolution has been a remarkable leap in all kinds of dictation technology - even the fastest, cheapest models are getting very good at understanding …",https://www.theverge.com/gadgets/971744/smart-ring-ai-gadget-stream-index,2026-07-28T11:39:01Z,"<ul><li></li><li></li><li></li></ul>
While everyone tries to make smart glasses, pins, and everything else happen, the most subtle device might be the best device.
While everyone tries to make smar… [+6073 chars]"
Maya Posch,Porting the Nvidia GPU Driver to Haiku for 3D Acceleration,"As good as a desktop OS may be, at some point it has to feature accelerated 3D graphics. This has been a bit of a sticking point for Haiku OS, as none of the big names in GPU cards are likely to st…",https://hackaday.com/2026/07/12/porting-the-nvidia-gpu-driver-to-haiku-for-3d-acceleration/,2026-07-12T20:00:07Z,"As good as a desktop OS may be, at some point it has to feature accelerated 3D graphics. This has been a bit of a sticking point for Haiku OS, as none of the big names in GPU cards are likely to star… [+2259 chars]"
